student_name,current_grade,read_eqao_03,write_eqao_03,math_eqao_03,read_eqao_06,write_eqao_06,math_eqao_06,Mathematics_07,Reading_07,Writing_07,Mathematics_08,Reading_08,Writing_08,math_eqao_09,Language_09,Mathematics_09,Language_10,Mathematics_10,Language_11,Mathematics_11,EQAO_Math_Program
Richard Casteel,10,1,2,0,4,5,1,55,60,25,38,50,94,4,7,31,28,12,47,21,Academic
Eleanor Burns,11,1,3,4,1,1,4,74,24,78,40,41,26,1,61,67,93,99,79,40,Academic
Shannon Delahunt,11,5,5,0,1,5,2,45,88,32,38,30,53,1,4,97,41,55,97,59,Academic
Tina Buroker,8,0,5,4,4,5,0,95,98,55,31,90,87,4,43,25,77,35,48,2,
Dennis Bradburn,8,3,3,2,3,2,5,9,4,31,76,52,92,3,78,31,96,1,57,68,
Frank Farrar,8,4,4,4,0,4,0,21,59,14,22,50,15,0,22,15,57,61,2,4,
Heather Clark,8,1,5,5,5,0,4,1,78,5,68,46,53,5,50,9,57,90,76,35,
Fred Stec,9,3,3,0,5,0,0,34,6,46,32,30,84,5,35,8,87,66,65,95,Academic
Clay Stevens,10,1,0,1,5,3,4,36,68,9,66,48,3,5,81,49,53,33,97,78,Academic
Russell Petersen,11,4,5,3,1,3,5,1,21,46,43,17,40,1,50,49,1,33,33,83,Academic
Sandy Clermont,9,0,4,4,4,5,3,73,9,62,12,42,26,4,62,2,43,79,57,95,Academic
Jane Wickline,10,5,1,4,2,5,3,97,53,22,82,31,23,2,43,93,73,60,73,81,Academic
Mary Farmer,9,5,0,5,0,5,1,70,88,43,97,42,85,0,84,89,39,89,55,29,Academic
Colin Calderon,10,1,2,5,4,4,2,7,8,64,54,62,57,4,67,53,54,51,89,49,Academic
Roy Castillo,10,2,3,3,2,0,5,42,3,80,79,57,7,2,45,24,85,46,3,69,Academic
Patrick Deleon,12,1,3,4,0,5,0,43,79,80,78,91,24,0,27,71,78,54,58,53,Academic
Gary Hofmann,11,0,1,0,2,0,0,91,81,1,8,37,98,2,34,93,77,1,53,47,Academic
Lisa Konecny,8,5,0,4,3,5,5,7,92,22,11,1,47,3,48,96,23,1,4,71,
Bethany Porter,9,0,4,2,0,2,5,6,58,9,66,0,7,0,39,3,61,71,73,83,Academic
Mildred Anderson,8,5,4,1,0,0,1,40,86,7,92,24,2,0,16,77,57,41,89,82,
Christine Barton,9,0,1,5,3,5,5,25,57,62,11,73,73,3,44,69,79,27,26,48,Academic
Jeffrey Gordon,10,2,0,4,4,1,4,38,42,58,25,75,66,4,55,89,21,66,89,5,Academic
Stephen Austin,11,0,3,2,0,3,2,95,20,41,57,31,61,0,38,36,70,7,86,1,Academic
Rachael Jacobs,11,3,4,1,1,4,1,96,69,84,61,95,90,1,18,5,87,61,29,2,Academic
Shawna Morales,12,1,5,1,0,3,1,19,80,49,30,52,51,0,94,91,48,76,63,25,Academic
Dennis Dodge,12,5,5,1,2,0,3,68,55,67,85,1,10,2,52,86,88,77,23,77,Academic
Robert Farmer,12,0,4,4,3,4,0,60,22,35,6,4,78,3,46,44,13,85,84,98,Academic
Paul Sauls,8,0,4,3,0,0,2,46,61,62,43,61,84,0,42,81,98,81,41,46,
Carl Perotti,11,0,0,2,5,2,2,30,36,96,17,23,60,5,80,5,81,91,7,17,Academic
Gerald Jackson,8,5,5,2,1,5,5,55,48,82,91,69,12,1,86,68,37,34,27,8,
Jerry Conwell,11,4,3,4,3,4,2,79,45,52,89,80,46,3,1,14,78,24,10,42,Academic
William Tam,12,1,3,4,0,0,0,41,68,84,15,88,49,0,99,27,81,49,58,53,Academic
Mavis Killingsworth,8,4,2,2,2,5,1,7,80,75,69,21,99,2,31,76,62,33,83,47,
Darrell Valdes,9,0,4,1,2,0,4,34,68,26,35,30,49,2,90,98,36,76,86,92,Academic
Debra Ellis,11,5,2,4,3,3,1,69,52,96,83,80,98,3,23,34,69,20,39,48,Academic
Ruth Davis,9,5,0,3,0,0,0,60,64,40,52,93,28,0,85,32,2,63,21,98,Academic
Alice Bosworth,9,3,4,3,4,5,5,89,82,17,33,35,55,4,37,94,93,31,29,68,Academic
Helen Stockton,12,1,4,5,5,3,5,85,9,81,28,75,92,5,51,64,8,23,60,53,Academic
Alice Hernandez,11,4,0,5,4,3,3,17,73,52,85,70,40,4,13,89,72,8,14,85,Academic
Tabitha Weigle,11,2,2,5,1,4,2,87,60,83,59,25,16,1,84,11,88,30,26,64,Academic
Bradley Mccarley,9,2,1,1,0,4,3,91,27,89,4,49,9,0,49,94,98,78,47,68,Academic
Terry Corona,11,1,1,4,0,1,0,71,3,9,57,71,59,0,47,70,93,49,96,13,Academic
Rick Morris,12,5,0,1,2,2,5,41,53,67,72,79,72,2,78,37,65,61,23,53,Academic
Matt Mcmillan,11,2,5,2,5,5,4,19,59,96,57,27,53,5,65,1,68,26,64,48,Academic
Barbara Stone,10,4,3,1,1,2,0,74,43,41,79,3,24,1,83,19,66,53,34,94,Academic
Sandra Hazel,12,4,2,2,4,0,2,7,74,99,80,57,95,4,1,55,29,37,28,0,Academic
Bernard Stoltenberg,12,1,3,2,1,0,5,85,80,47,71,54,87,1,2,39,56,50,47,44,Academic
Carmela Baker,8,0,5,1,5,3,1,9,48,34,65,66,77,5,99,46,29,92,10,13,
Cora Equils,9,5,0,4,4,4,0,94,6,58,20,2,54,4,46,40,86,73,91,3,Academic
Nita Mcnair,10,2,4,5,5,5,4,70,52,62,28,58,36,5,35,39,1,87,57,88,Academic
Cathleen Hickey,9,1,0,2,4,0,2,88,48,20,47,1,82,4,58,74,33,93,20,29,Academic
Scott Sprauve,11,3,5,2,1,0,1,54,96,58,81,92,95,1,12,9,31,11,18,14,Academic
Christian Draper,8,3,5,0,1,2,1,77,62,77,33,42,87,1,83,92,82,79,17,40,
Anna Remillard,12,5,2,3,2,2,2,42,5,14,70,34,95,2,41,39,46,39,17,88,Academic
Donna Ramirez,9,3,1,4,2,3,2,91,89,56,34,21,5,2,13,32,81,19,69,76,Academic
Elizabeth Williams,12,3,2,0,4,4,2,9,52,52,81,78,56,4,74,22,75,54,78,58,Academic
Don Crenshaw,8,3,3,1,3,5,5,91,4,94,29,80,33,3,9,83,50,98,2,16,
Marion Matthews,8,3,1,5,5,1,3,87,3,56,1,76,70,5,45,91,75,70,61,41,
Pam Coleman,9,2,1,1,5,4,5,61,85,94,66,45,0,5,80,23,23,24,39,7,Academic
Joan Andrews,10,0,1,4,1,5,0,24,85,85,59,49,14,1,2,60,67,76,28,92,Academic
Patsy Chu,11,2,0,0,2,1,5,27,72,47,13,51,16,2,90,61,58,78,81,16,Academic
Kelly Danson,11,0,3,5,3,2,2,81,21,97,60,70,11,3,75,42,14,97,83,48,Academic
Karyn Obrien,11,2,2,3,1,4,1,89,74,31,73,96,10,1,70,73,58,85,96,85,Academic
Angela Miller,12,3,2,3,4,4,4,54,48,23,56,17,98,4,24,40,22,65,20,16,Academic
Mary Parris,10,4,4,2,1,3,5,65,47,48,13,78,65,1,92,81,16,13,88,87,Academic
Marilyn Smith,8,5,2,0,1,3,5,68,71,57,69,37,98,1,97,18,72,46,1,63,
Harvey Manalo,10,1,5,1,3,4,1,38,6,29,92,13,25,3,77,4,9,51,65,60,Academic
Troy Lopez,10,3,0,5,3,5,0,47,77,0,97,28,29,3,79,82,72,78,99,75,Academic
Ashley Epperson,8,5,4,1,0,3,3,68,26,25,91,61,53,0,8,68,17,51,84,61,
John Studebaker,12,0,4,4,4,1,3,97,21,80,55,47,44,4,6,98,54,59,59,58,Academic
Linda Kazmierczak,8,3,3,1,3,3,1,39,23,59,45,1,81,3,5,15,37,29,2,18,
Dan Barrera,9,5,5,4,2,1,2,94,36,85,45,56,32,2,52,24,65,15,69,25,Academic
Joy Harrison,11,1,1,3,3,2,0,50,53,96,31,76,4,3,84,29,39,57,70,52,Academic
Gary Lee,8,2,1,3,0,3,5,3,5,98,20,38,10,0,69,6,21,29,35,36,
Ida Chio,11,3,3,5,5,5,2,92,33,79,76,33,1,5,47,62,43,86,70,74,Academic
James Wilson,12,0,2,4,1,3,2,99,35,80,85,69,89,1,52,81,14,54,71,68,Academic
Nancy Chang,9,3,1,0,1,0,2,6,13,31,9,32,28,1,2,27,20,17,56,70,Academic
Charles Hayden,8,4,4,5,3,0,0,59,42,45,59,35,31,3,22,46,73,24,34,8,
Anna Wingate,8,5,3,3,0,5,3,69,89,14,77,61,99,0,19,35,52,81,55,51,
Vannessa Guyton,9,4,1,1,2,3,4,6,99,70,52,87,19,2,13,73,85,58,6,62,Academic
Kevin Kubat,12,3,3,5,2,3,1,73,61,27,95,94,84,2,67,17,41,63,15,37,Academic
Steven Bryant,10,3,3,2,5,1,5,20,66,45,84,93,21,5,97,25,76,8,50,64,Academic
Mamie Lawrence,11,4,4,3,1,2,2,52,60,57,14,69,63,1,7,83,7,30,58,7,Academic
Audrey Robinson,11,2,1,1,3,5,2,9,87,86,70,72,34,3,89,75,16,92,59,8,Academic
Guadalupe Stewart,8,5,2,5,4,0,1,94,65,96,60,11,45,4,16,28,37,91,52,45,
Mary Geary,10,3,1,5,5,3,5,1,86,38,11,23,96,5,15,65,69,61,20,33,Academic
Stefan Martin,12,2,2,0,3,1,2,12,8,2,40,39,57,3,82,67,61,13,55,28,Academic
Myung Jackson,11,1,2,0,4,0,2,24,52,26,12,44,86,4,97,29,93,82,46,89,Academic
Gertrude Wendler,11,2,1,5,1,2,5,50,68,32,82,41,46,1,91,1,23,74,30,85,Academic
Susana Neely,12,1,1,3,3,5,5,40,1,38,41,23,96,3,84,53,81,28,3,8,Academic
Gerald Everhart,12,4,3,5,1,1,1,66,72,47,46,69,8,1,38,64,29,60,16,21,Academic
William Fetherston,10,0,2,4,4,3,2,61,0,17,71,93,20,4,70,27,83,26,40,73,Academic
Roy Brule,9,5,3,2,0,1,3,19,19,49,3,58,92,0,72,27,45,54,3,84,Academic
Matthew Place,11,5,2,4,1,0,4,83,34,85,8,20,81,1,52,60,56,69,92,2,Academic
Evette Zimmerman,8,2,3,4,3,5,4,86,94,52,77,1,30,3,64,58,37,55,95,71,
Virginia Poll,12,0,5,4,5,4,0,26,74,38,41,45,95,5,12,45,81,37,0,1,Academic
Terry Mclamb,9,0,5,5,5,5,0,57,53,26,60,25,26,5,75,44,7,48,25,2,Academic
Jeff Clarkson,8,0,0,3,3,1,1,79,93,83,23,24,3,3,53,61,90,34,57,17,
Nancy Kaye,12,1,3,5,0,1,0,56,65,75,12,32,81,0,42,80,58,5,21,22,Academic
Ronald Edwards,11,5,0,1,1,5,5,47,87,35,97,54,72,1,5,86,11,83,19,65,Academic
Otto Mash,11,1,0,3,1,1,5,71,88,19,97,66,3,1,23,21,48,70,8,26,Academic
Ralph Flores,12,4,4,3,3,0,2,15,8,79,23,78,72,3,20,86,41,74,30,61,Academic
Charles Smith,12,5,1,1,5,1,3,5,62,30,95,63,39,5,13,86,56,26,73,51,Academic
Emily Dominguez,10,3,0,3,4,3,5,6,34,29,77,51,76,4,4,37,66,14,6,65,Academic
Margaret Martin,11,4,3,0,5,4,1,68,48,79,92,40,32,5,10,19,14,35,75,99,Academic
Edward Fridley,11,4,4,4,0,1,5,25,58,74,89,38,71,0,56,8,57,89,82,14,Academic
Cathy Anderson,10,4,5,1,5,2,0,55,36,81,99,75,25,5,73,90,32,69,15,4,Academic
Melvin Witman,9,0,3,3,5,3,2,89,36,5,57,48,89,5,33,60,59,95,15,75,Academic
Kelly Cunningham,12,4,2,5,5,2,1,34,21,73,83,31,28,5,6,14,2,62,44,11,Academic
Cynthia Green,8,3,4,1,3,4,3,73,44,35,82,58,88,3,73,72,96,52,76,32,
Maurice Bauer,10,5,2,2,3,4,0,95,23,11,19,1,25,3,91,91,44,12,9,16,Academic
Edward Rojas,10,4,0,1,0,0,1,77,30,74,53,77,10,0,92,52,70,78,41,82,Academic
Mary Callaway,10,1,4,3,1,2,1,38,34,3,3,32,94,1,46,33,1,28,68,89,Academic
Robbie Jacob,10,2,0,0,1,1,0,25,35,27,48,7,9,1,42,63,64,84,68,81,Academic
John Macdonald,11,4,0,2,2,3,3,59,31,11,49,95,36,2,83,58,16,32,64,67,Academic
Corey Jenkins,11,1,4,3,1,0,1,78,85,80,30,90,43,1,80,54,21,64,32,58,Academic
Robert Chavarria,12,5,4,5,4,0,1,88,48,95,0,54,85,4,70,40,24,1,59,2,Academic
Oscar Estes,10,3,4,4,4,2,0,15,72,71,2,32,1,4,72,29,13,76,80,63,Academic
Harriet Reed,9,1,0,5,5,2,5,92,93,62,36,26,7,5,70,37,6,23,74,10,Academic
Doris Oliva,10,4,5,4,1,0,4,29,70,56,39,99,35,1,18,9,22,23,86,52,Academic
Herbert Marcos,8,3,3,3,3,5,4,77,30,92,40,75,55,3,7,96,6,75,75,98,
Amy Campbell,11,5,3,3,4,3,1,48,1,69,65,22,39,4,89,60,75,25,52,68,Academic
Peter Roberts,9,5,5,2,5,0,1,64,48,60,90,37,78,5,28,55,14,68,30,81,Academic
Michal Hurtado,12,3,3,1,5,2,4,68,77,4,97,98,44,5,42,88,71,87,89,1,Academic
Sergio Elliot,9,3,1,4,0,5,4,30,45,38,79,48,28,0,95,5,22,94,48,87,Academic
Kevin Fort,11,1,4,3,0,3,3,72,54,46,85,27,34,0,28,77,30,46,40,56,Academic
Jacob Kiedrowski,11,1,2,2,2,0,0,12,24,32,56,52,43,2,75,68,16,96,86,79,Academic
Donna Vega,12,3,5,0,2,5,1,31,70,61,51,60,70,2,65,37,97,88,9,62,Academic
Jeffery Mead,9,0,0,3,1,1,5,43,89,51,44,70,48,1,6,49,69,28,95,5,Academic
Ethel Powell,12,5,3,4,1,4,2,19,26,82,27,21,60,1,97,52,58,85,6,87,Academic
Huey Silkwood,9,0,1,1,2,5,2,30,56,21,74,27,60,2,6,68,31,90,10,91,Academic
Michelle Galbo,11,5,1,5,3,2,5,81,8,57,29,6,6,3,89,51,68,10,74,74,Academic
Franklyn Ramos,10,3,2,5,0,0,3,77,77,89,98,71,61,0,18,17,13,21,9,68,Academic
Jerry Mitchell,12,5,5,1,1,0,5,8,36,60,47,77,3,1,36,70,83,85,52,24,Academic
Larry Cowett,12,5,4,4,5,0,2,18,35,24,56,28,29,5,92,99,20,46,90,63,Academic
Cecelia Sternberg,11,0,2,4,4,5,4,88,83,40,2,15,89,4,37,85,89,22,52,16,Academic
Andres Thomas,9,1,5,0,3,2,3,35,5,55,84,57,32,3,69,87,34,16,12,23,Academic
Laura Ruben,11,3,1,3,3,2,2,40,57,86,35,88,50,3,6,72,21,37,2,65,Academic
Susan Zimmerman,9,4,0,2,0,0,2,75,64,87,47,71,14,0,1,16,30,54,88,37,Academic
John Pannell,8,1,3,1,0,4,2,75,32,13,48,98,31,0,20,56,31,29,27,24,
Zula Shaw,8,0,0,0,4,5,1,98,85,2,30,68,94,4,33,40,29,41,3,99,
Ronald Duncan,9,2,5,3,1,1,0,99,46,90,30,88,48,1,90,40,55,58,13,38,Academic
Pamela Drage,8,3,2,1,4,4,0,67,1,55,80,33,58,4,30,6,6,57,73,13,
Charlie Davis,8,0,1,0,3,3,2,4,43,49,27,62,18,3,19,0,33,43,19,66,
Sheri Lu,11,3,2,3,4,4,5,70,12,89,53,62,92,4,46,43,26,73,43,48,Academic
Fernando Hayes,12,3,3,4,2,0,2,32,97,86,36,11,96,2,46,67,95,50,67,3,Academic
Salvador Nest,10,5,2,3,4,2,3,76,18,32,59,5,80,4,68,40,57,90,79,0,Academic
Shirley Mejia,9,3,3,2,2,4,5,56,58,75,47,13,25,2,95,18,87,72,34,15,Academic
Ismael Anderson,11,0,1,3,4,1,1,96,74,34,48,93,87,4,45,42,38,50,40,12,Academic
Tina Fountain,9,1,4,0,2,2,0,71,84,30,35,93,73,2,79,4,8,11,86,92,Academic
Serena Goudeau,8,2,4,3,0,0,2,38,28,18,46,4,86,0,12,21,4,34,34,23,
Derrick Pollock,8,1,2,3,5,1,4,67,25,17,72,35,85,5,56,98,73,23,1,22,
Marie Lorino,9,3,0,2,3,2,1,61,33,74,0,24,97,3,58,15,84,33,26,92,Academic
Bertram Guillette,9,0,3,0,2,5,3,30,52,98,77,46,57,2,38,53,62,45,95,97,Academic
Juan Chapman,9,0,2,3,3,2,4,78,97,43,98,66,15,3,58,46,57,47,11,48,Academic
Natosha Lenigan,8,5,1,1,1,2,5,25,19,33,45,51,47,1,62,46,6,47,51,52,
Robert Casteel,12,3,0,3,0,1,1,71,45,52,96,77,44,0,57,99,69,12,39,85,Academic
Juanita Golden,11,0,1,1,4,5,5,10,80,32,18,75,28,4,97,44,85,39,14,39,Academic
Oscar Collings,8,1,5,0,5,5,4,52,42,70,8,23,70,5,94,68,70,99,33,77,
Lonnie Tarpley,12,1,0,5,2,0,4,65,49,85,64,34,21,2,13,29,14,22,51,48,Academic
Laura Ansari,8,2,2,3,4,2,3,63,57,5,32,24,69,4,13,32,5,70,39,18,
Barbara Roberts,8,0,4,5,4,0,5,40,90,58,45,71,17,4,27,40,80,92,1,92,
Robert Foster,8,5,1,2,4,0,1,47,49,11,8,36,83,4,22,12,94,47,97,53,
Douglas Permenter,12,5,3,3,0,4,2,47,15,46,76,52,73,0,13,77,24,58,16,79,Academic
Jacquelin Burgess,9,0,2,5,0,1,2,5,99,47,24,89,8,0,96,43,99,69,73,27,Academic
Christine Strop,8,3,3,1,0,3,0,10,98,28,99,36,13,0,13,93,55,74,52,9,
Beverly Farish,10,5,2,3,0,3,4,43,35,5,56,29,49,0,70,14,18,60,14,96,Academic
Dannette Elkins,8,5,5,5,3,1,5,31,25,30,20,56,72,3,81,76,35,68,41,23,
Linda Eaves,9,5,1,1,2,2,3,95,15,45,77,91,38,2,21,64,73,11,17,46,Academic
Ramiro Broadwell,12,3,2,1,1,1,4,85,76,84,63,18,94,1,33,64,78,33,62,82,Academic
Beryl Mersch,12,3,1,3,5,2,5,48,72,55,64,49,75,5,54,57,87,62,49,1,Academic
Joe Florian,12,5,0,5,0,3,0,35,35,12,30,46,82,0,17,6,64,74,26,18,Academic
Lee Howard,11,2,5,5,4,3,4,0,11,86,94,5,14,4,99,1,57,91,19,52,Academic
Richard Haynes,11,2,0,0,4,4,4,97,67,70,73,79,15,4,3,5,50,18,68,5,Academic
Donald Lopez,11,0,5,1,3,2,5,44,41,30,4,61,97,3,74,65,54,73,82,44,Academic
Anita Powell,10,5,3,2,4,2,0,53,93,5,56,64,40,4,24,79,3,87,72,50,Academic
Betty Cantu,11,1,1,1,3,5,0,73,46,93,21,52,87,3,35,1,16,42,68,76,Academic
Joanna Bagwell,10,1,4,4,5,1,5,66,7,16,60,80,18,5,60,56,73,89,1,31,Academic
Katie Mansour,9,4,0,0,3,4,2,83,55,98,89,93,27,3,51,99,63,16,71,75,Academic
John Delgadillo,10,0,3,0,3,5,1,89,18,89,36,69,29,3,52,54,3,89,86,39,Academic
Christopher Thatcher,11,3,4,5,5,5,1,88,61,34,97,83,28,5,55,80,37,45,14,68,Academic
Gary Thompson,10,5,1,2,0,1,5,56,24,27,22,23,93,0,32,73,32,43,60,51,Academic
Richard Redmon,8,0,3,0,4,0,5,66,42,44,50,43,64,4,10,55,84,29,80,39,
Douglas Thompson,8,4,0,5,2,1,2,17,37,67,83,97,93,2,34,42,87,78,99,19,
Norman Clark,11,3,5,3,4,5,0,47,16,24,0,32,72,4,55,85,97,42,97,24,Academic
Marc Champine,8,5,3,2,4,5,3,35,64,92,60,94,82,4,19,1,41,66,51,57,
Willis Hamel,11,4,2,5,3,1,0,92,53,38,88,18,62,3,65,19,52,34,65,72,Academic
Leslie Hunter,10,3,0,1,3,2,2,5,4,2,41,16,97,3,63,27,85,53,94,39,Academic
Diana Freeman,8,0,3,4,3,1,5,48,36,53,32,74,68,3,81,9,50,78,27,62,
Andrew Somerville,12,1,3,1,4,2,3,85,30,43,73,49,18,4,78,76,25,39,5,30,Academic
Sandra Martinez,12,3,2,5,2,3,2,17,78,9,38,76,45,2,99,84,57,24,48,77,Academic
Thomas Stallsworth,8,4,0,0,5,2,4,30,30,98,62,73,20,5,73,35,21,4,90,70,
Louise Maldonado,11,0,4,2,3,2,4,33,88,0,45,61,45,3,56,74,83,19,38,60,Academic
Lauren Jackson,9,0,5,1,1,1,4,59,66,16,40,21,28,1,58,51,15,4,25,45,Academic
Mary Tall,11,4,4,0,0,5,4,1,35,32,53,37,16,0,44,2,21,34,18,64,Academic
Grace Adkins,10,2,0,2,5,3,3,44,28,19,69,98,89,5,83,26,4,74,9,89,Academic
Philip Dyer,10,0,2,1,2,4,5,74,17,80,27,13,44,2,58,71,39,48,60,26,Academic
Craig Estes,8,1,1,2,5,1,0,82,74,3,67,50,78,5,30,71,90,20,71,23,
Hector Tolliver,8,0,4,2,2,4,2,31,41,37,38,43,35,2,24,75,56,59,30,43,
Edward Westmoreland,10,5,0,2,0,4,0,97,15,75,32,51,10,0,29,75,30,66,70,25,Academic
Trina Gariepy,11,1,0,3,4,5,3,2,88,17,33,68,25,4,94,96,32,41,47,25,Academic
Carol Stringer,11,3,4,5,5,2,5,31,74,4,82,73,24,5,89,99,11,26,9,95,Academic
Wayne Cervantes,12,0,5,4,5,4,4,25,71,3,18,6,45,5,46,75,22,34,9,53,Academic
Crystal Mcelroy,9,4,1,0,1,1,1,76,16,30,53,14,96,1,21,65,46,44,96,50,Academic
Stacy Ward,12,0,4,3,3,4,1,6,38,84,80,22,62,3,93,40,70,46,19,83,Academic
Michael Jones,9,5,0,4,5,0,2,57,81,59,92,93,68,5,12,71,76,44,44,40,Academic
Wendy Seeger,8,1,4,5,2,4,3,8,65,56,45,89,92,2,88,48,72,40,23,67,
Ollie Jeffries,9,1,2,4,3,0,2,84,31,14,40,46,78,3,91,1,64,31,49,31,Academic
Jeffrey Manning,12,1,3,0,3,3,2,2,66,59,23,41,0,3,32,37,30,50,93,23,Academic
Edward Stephenson,11,4,2,2,4,1,0,49,30,88,13,28,49,4,77,63,69,13,84,74,Academic
Herman Lyons,8,5,1,5,4,5,0,87,75,78,44,34,62,4,25,2,44,10,14,7,
Elaine Calderon,8,4,0,3,2,1,2,21,52,69,87,53,25,2,66,20,77,67,63,97,
Edgar Dunham,10,1,2,1,4,5,5,75,54,50,54,43,65,4,16,71,59,44,32,26,Academic
Beverly Powell,11,3,3,2,5,5,2,1,41,3,9,80,29,5,84,86,70,97,25,95,Academic
Joy Miller,10,0,2,0,0,5,4,86,4,61,99,88,48,0,16,78,69,24,47,59,Academic
Fred Ratcliffe,12,2,2,1,4,5,5,38,96,57,15,7,63,4,9,49,81,82,9,52,Academic
Tami Blevins,11,1,5,4,4,3,2,73,93,82,60,94,56,4,64,87,71,97,9,98,Academic
Concepcion Mashak,10,2,1,3,3,2,5,20,34,78,49,43,79,3,81,19,46,66,36,61,Academic
Teresa Conant,12,0,2,3,5,2,1,3,45,16,62,31,65,5,85,96,76,73,48,50,Academic
Hilton Meeks,9,0,4,4,4,3,1,16,80,19,25,55,74,4,28,14,10,14,13,42,Academic
Richard Hernandez,10,5,1,2,5,4,3,58,33,62,30,85,97,5,18,62,46,15,95,80,Academic
Kristen Faulk,12,2,3,2,5,3,3,75,66,4,43,16,51,5,73,36,94,59,16,24,Academic
Robert Holahan,8,5,4,2,3,1,2,88,46,31,91,10,53,3,45,73,93,71,18,99,
Hayden Natale,8,1,0,2,0,2,2,33,0,0,91,90,56,0,45,16,53,58,50,34,
Diana Bailey,9,4,5,3,2,1,3,28,18,10,58,84,11,2,30,27,82,33,91,25,Academic
Louise Dente,8,2,5,4,0,5,0,2,40,85,69,43,76,0,53,10,86,61,46,31,
William Butcher,12,1,3,0,1,1,3,13,1,67,15,27,8,1,83,44,69,36,17,82,Academic
Robin Oldham,8,5,0,3,5,0,5,41,43,68,35,60,46,5,55,47,86,85,64,80,
Jacquelyn Wehner,11,5,2,3,4,1,1,69,86,85,40,95,43,4,72,52,24,98,89,12,Academic
Krystal Mccullough,9,5,3,5,5,3,0,31,25,24,89,26,98,5,67,36,93,86,66,87,Academic
Betty Plemons,9,5,5,0,3,0,3,56,44,71,39,49,95,3,7,4,34,64,18,7,Academic
August Crist,8,3,0,3,2,1,0,12,11,18,33,85,58,2,18,88,66,91,59,40,
Brandy Franks,9,5,0,1,1,2,1,51,31,48,10,47,17,1,15,77,63,80,72,26,Academic
Bettye Rentschler,12,5,1,4,2,0,3,72,6,43,15,98,79,2,22,28,71,55,7,77,Academic
Sidney Marquez,8,3,3,3,5,2,3,33,50,16,83,82,26,5,45,75,94,62,81,51,
Andrew Jones,12,0,4,3,2,4,1,14,31,92,25,31,30,2,34,81,41,33,93,47,Academic
John Wright,12,3,0,1,0,4,2,85,83,4,14,46,3,0,91,15,71,40,56,62,Academic
Ruthie Peterson,9,1,5,1,3,1,0,89,43,5,61,80,34,3,80,92,14,6,51,51,Academic
Andy Alderman,8,2,2,4,4,1,4,32,11,95,83,31,62,4,26,12,43,4,13,68,
Colleen Winder,10,2,0,5,5,4,1,81,12,1,2,83,38,5,56,97,72,59,67,44,Academic
Loretta Aveline,9,2,5,1,2,5,2,29,32,31,78,38,55,2,21,77,59,60,71,12,Academic
Michael Barragan,10,1,3,0,3,2,2,55,21,62,86,40,22,3,28,3,47,9,64,34,Academic
Willard Williams,9,4,4,3,5,1,4,28,84,37,21,31,88,5,22,46,73,93,19,52,Academic
Adele Post,10,0,3,5,3,0,0,23,27,31,27,1,90,3,84,73,2,97,34,39,Academic
Russell Thompson,8,3,5,5,0,1,3,31,26,31,44,88,97,0,41,61,96,99,70,29,
Edward Wilshire,12,4,3,3,0,0,5,17,6,85,88,1,84,0,29,0,64,78,7,38,Academic
George Gallegos,8,0,4,3,2,3,1,2,9,70,80,66,89,2,59,40,0,31,89,26,
Hugo Ramirez,12,5,4,5,4,4,1,15,23,31,72,94,34,4,9,6,44,92,65,81,Academic
Susan Greenwood,10,5,0,3,2,4,1,33,76,38,44,54,25,2,95,17,75,49,71,26,Academic
Casey Hodge,9,2,3,4,5,3,4,2,68,89,25,66,0,5,55,11,60,32,92,28,Academic
Diane Easley,10,1,3,0,3,1,4,71,1,60,53,96,87,3,33,22,11,64,96,10,Academic
Diane Reyes,8,4,5,4,4,3,1,28,88,63,5,66,67,4,43,92,75,18,14,23,
Kelly Irby,9,3,3,1,2,4,0,12,16,41,93,31,83,2,68,26,30,26,8,6,Academic
Mary Woodruff,8,2,3,5,3,2,4,80,69,77,67,85,18,3,3,25,41,1,26,37,
Walter Garcia,8,3,2,3,4,4,0,5,33,30,21,46,83,4,2,95,53,35,53,39,
Robert Suarez,8,5,3,1,2,2,1,8,6,56,91,82,89,2,10,2,83,99,85,25,
Jonathan Montey,10,2,2,2,5,4,3,16,76,35,35,99,66,5,48,14,99,12,13,61,Academic
Karen Mayes,8,4,1,0,4,0,2,8,49,3,36,31,32,4,80,59,89,83,87,45,
Vincent Williemae,8,2,0,0,0,1,4,23,31,60,79,48,19,0,16,14,44,55,98,73,
Andrea Fujii,11,2,3,5,1,4,2,6,63,20,6,28,81,1,91,59,33,17,98,62,Academic
Joseph Hart,9,0,4,3,0,5,3,89,99,16,69,98,62,0,23,46,44,7,3,77,Academic
Felipe Mcdaniel,10,5,1,4,2,4,3,7,49,36,4,33,82,2,97,63,91,5,71,18,Academic
Charles Jackson,11,2,5,5,4,2,4,11,14,41,95,26,37,4,32,59,16,67,98,20,Academic
Earnest Archuleta,10,2,3,0,0,2,5,3,42,89,71,68,89,0,7,13,71,13,82,16,Academic
Wilma Raderstorf,9,5,1,5,2,0,5,98,96,6,20,48,3,2,28,83,36,9,21,67,Academic
Amy Gerleman,11,5,0,2,2,3,5,93,12,18,0,37,85,2,50,30,50,95,73,38,Academic
Gregory Flett,12,3,3,0,0,0,5,20,16,65,11,59,22,0,48,9,20,45,1,43,Academic
